name,ing_cal,ing_protein,ing_fat,ing_carbon,ing_vit_b1,ing_vit_b2,ing_vit_c,ing_salt
（かんきつ類）　オレンジ　バレンシア　米国産　砂じょう　生,42,1,0.1,9.8,0.1,0.03,40,0
（かんきつ類）　オレンジ　バレンシア　果実飲料　ストレートジュース,45,0.8,Tr,11,0.07,0.01,22,0
（かんきつ類）　オレンジ　バレンシア　果実飲料　濃縮還元ジュース,46,0.7,0.1,10.7,0.07,0.02,42,0
（かんきつ類）　オレンジ　バレンシア　果実飲料　50%果汁入り飲料,46,0.4,0.2,10.8,0.04,0.01,16,0
（かんきつ類）　オレンジ　バレンシア　果実飲料　30%果汁入り飲料,41,0.2,Tr,10,0.02,0.01,10,0
（かんきつ類）　オレンジ　バレンシア　マーマレード　高糖度,233,0.2,0.1,63.2,0.01,0,5,0
（かんきつ類）　オレンジ　バレンシア　マーマレード　低糖度,190,0.3,0.1,47.7,0.01,0,4,0
（かんきつ類）　オレンジ　福原オレンジ　砂じょう　生,43,1,0.1,9.8,0.1,0.03,60,0
（かんきつ類）　オロブランコ　砂じょう　生,43,0.8,0.1,10.1,0.09,0.02,38,0
（かんきつ類）　かぼす　果汁　生,36,0.4,0.1,8.5,0.02,0.02,42,0
（かんきつ類）　かわちばんかん　砂じょう　生,38,0.7,0.2,8.8,0.06,0.02,36,0
（かんきつ類）　きよみ　砂じょう　生,45,0.8,0.2,10.3,0.1,0.02,42,0
（かんきつ類）　きんかん　全果　生,67,0.5,0.7,17.5,0.1,0.06,49,0
（かんきつ類）　グレープフルーツ　白肉種　砂じょう　生,40,0.9,0.1,9.6,0.07,0.03,36,0
（かんきつ類）　グレープフルーツ　紅肉種　砂じょう　生,40,0.9,0.1,9.6,0.07,0.03,36,0
（かんきつ類）　グレープフルーツ　果実飲料　ストレートジュース,44,0.6,0.1,10.3,0.04,0.01,38,0
（かんきつ類）　グレープフルーツ　果実飲料　濃縮還元ジュース,38,0.7,0.1,8.8,0.06,0.02,53,0
（かんきつ類）　グレープフルーツ　果実飲料　50%果汁入り飲料,45,0.3,Tr,11.1,0.02,Tr,19,0
（かんきつ類）　グレープフルーツ　果実飲料　20%果汁入り飲料,39,0.1,Tr,9.7,0,0,8,0
（かんきつ類）　グレープフルーツ　缶詰,60,0.5,Tr,17.1,0.03,Tr,26,0
（かんきつ類）　さんぼうかん　砂じょう　生,47,0.7,0.3,10.9,0.07,0.03,39,0
（かんきつ類）　シークヮーサー　果汁　生,35,0.8,0.1,7.9,0.08,0.03,11,0
（かんきつ類）　シークヮーサー　果実飲料　10%果汁入り飲料,48,0.1,Tr,11.8,0,0,2,0
（かんきつ類）　しらぬひ　砂じょう　生,56,0.8,0.2,12.9,0.09,0.03,48,0
（かんきつ類）　すだち　果皮　生,55,1.8,0.3,16.4,0.04,0.09,110,0
（かんきつ類）　すだち　果汁　生,29,0.5,0.1,6.6,0.03,0.02,40,0
（かんきつ類）　せとか　砂じょう　生,50,0.8,0.2,11.7,0.08,0.03,57,0
（かんきつ類）　セミノール　砂じょう　生,53,1.1,0.1,12.4,0.01,0.04,41,0
（かんきつ類）　だいだい　果汁　生,35,0.3,0.2,8,0.03,0.02,35,0
（かんきつ類）　なつみかん　砂じょう　生,42,0.9,0.1,10,0.08,0.03,38,0
（かんきつ類）　なつみかん　缶詰,80,0.5,0.1,19.4,0.04,Tr,14,0
（かんきつ類）　はっさく　砂じょう　生,47,0.8,0.1,11.5,0.06,0.03,40,0
（かんきつ類）　はるみ　砂じょう　生,52,0.9,0.2,12.1,0.11,0.02,40,0
（かんきつ類）　ひゅうがなつ　じょうのう及びアルベド　生,46,0.6,0.1,11.7,0.05,0.03,26,0
（かんきつ類）　ひゅうがなつ　砂じょう　生,35,0.6,0.1,8.3,0.06,0.03,21,0
（かんきつ類）　ぶんたん　砂じょう　生,41,0.7,0.1,9.8,0.03,0.04,45,0
（かんきつ類）　ぶんたん　ざぼん漬,338,0.2,0.1,85.5,0,0.02,Tr,0
（かんきつ類）　ぽんかん　砂じょう　生,42,0.9,0.1,9.9,0.08,0.04,40,0
（かんきつ類）　ゆず　果皮　生,50,1.2,0.5,14.2,0.07,0.1,160,0
（かんきつ類）　ゆず　果汁　生,30,0.5,0.1,7,0.05,0.02,40,0
（かんきつ類）　ライム　果汁　生,39,0.4,0.1,9.3,0.03,0.02,33,0
（かんきつ類）　レモン　全果　生,43,0.9,0.7,12.5,0.07,0.07,100,0
（かんきつ類）　レモン　果汁　生,24,0.4,0.2,8.6,0.04,0.02,50,0
キウイフルーツ　緑肉種　生,51,1,0.2,13.4,0.01,0.02,71,0
キウイフルーツ　黄肉種　生,63,1.1,0.2,14.9,0.02,0.02,140,0
きはだ　実　乾,378,7.3,9.8,65.1,0.17,0.18,0,Tr
キワノ　生,41,1.5,0.9,8,0.03,0.01,2,0
グァバ　赤肉種　生,33,0.6,0.1,9.9,0.03,0.04,220,0
グァバ　白肉種　生,33,0.6,0.1,9.9,0.03,0.04,220,0
グァバ　果実飲料　20%果汁入り飲料　（ネクター）,49,0.1,0.1,12.3,0,0.01,19,0
グァバ　果実飲料　10%果汁入り飲料,50,0.1,0.1,12.3,0,0,9,0
くこ　実　乾,387,12.3,4.1,75.3,0.28,0.4,9,1.3
ぐみ　生,72,1.3,0.2,17.2,0.01,0.04,5,0
ココナッツ　ココナッツウォーター,22,0.2,0.1,5,0.01,0.01,2,0
ココナッツ　ココナッツミルク,157,1.9,16,2.8,0.01,0,0,0
ココナッツ　ナタデココ,80,0,Tr,20.2,0,0,0,0
さくらんぼ　国産　生,64,1,0.2,15.2,0.03,0.03,10,0
さくらんぼ　米国産　生,64,1.2,0.1,17.1,0.03,0.03,9,0
さくらんぼ　米国産　缶詰,70,0.6,0.1,17.6,0.01,0.01,7,0
ざくろ　生,63,0.2,Tr,15.5,0.01,0.01,10,0
すいか　赤肉種　生,41,0.6,0.1,9.5,0.03,0.02,10,0
すいか　黄肉種　生,41,0.6,0.1,9.5,0.03,0.02,10,0
（すぐり類）　カシス　冷凍,62,1.6,1.6,13.4,0.03,0.03,-,0
（すぐり類）　グーズベリー　生,51,1,0.1,13.2,0.02,0.02,22,0
スターフルーツ　生,30,0.7,0.1,7.5,0.03,0.02,12,0
（すもも類）　にほんすもも　生,46,0.6,1,9.4,0.02,0.02,4,0
（すもも類）　プルーン　生,49,0.7,0.1,12.6,0.03,0.03,4,0
（すもも類）　プルーン　乾,211,2.4,0.2,62.3,0.07,0.07,0,0
チェリモヤ　生,82,1.3,0.3,19.8,0.09,0.09,34,0
ドラゴンフルーツ　生,52,1.4,0.3,11.8,0.08,0.06,7,0
ドリアン　生,140,2.3,3.3,27.1,0.33,0.2,31,0
（なし類）　日本なし　生,38,0.3,0.1,11.3,0.02,Tr,3,0
（なし類）　日本なし　缶詰,76,0.1,0.1,19.1,Tr,0,0,0
（なし類）　中国なし　生,49,0.2,0.1,12.7,0.02,0.01,6,0
（なし類）　西洋なし　生,48,0.3,0.1,14.4,0.02,0.01,3,0
（なし類）　西洋なし　缶詰,79,0.2,0.1,20.7,0.01,0.02,Tr,0
なつめ　乾,294,3.9,2,71.4,0.1,0.21,1,0
なつめやし　乾,281,2.2,0.2,71.3,0.07,0.04,0,0
パインアップル　生,54,0.6,0.1,13.7,0.09,0.02,35,0
パインアップル　焼き,74,0.9,0.2,20.1,0.11,0.02,41,0
パインアップル　果実飲料　ストレートジュース,46,0.3,0.1,11,0.04,0.01,6,0
パインアップル　果実飲料　濃縮還元ジュース,45,0.1,0.1,11.1,0.05,0.02,5,0
パインアップル　果実飲料　50%果汁入り飲料,50,0.3,0.1,12.1,0.03,0.01,3,0
パインアップル　果実飲料　10%果汁入り飲料,50,Tr,Tr,12.4,0,0,0,0
パインアップル　缶詰,76,0.4,0.1,20.3,0.07,0.01,7,0
パインアップル　砂糖漬,349,0.5,0.2,86.8,0,0.02,0,0.1
ハスカップ　生,55,0.7,0.6,12.8,0.02,0.03,44,0
パッションフルーツ　果汁　生,67,0.8,0.4,16.2,0.01,0.09,16,0
バナナ　生,93,1.1,0.2,22.5,0.05,0.04,16,0
バナナ　乾,314,3.8,0.4,78.5,0.07,0.12,Tr,0
パパイア　完熟　生,33,0.5,0.2,9.5,0.02,0.04,50,0
パパイア　未熟　生,35,1.3,0.1,9.4,0.03,0.04,45,0
びわ　生,41,0.3,0.1,10.6,0.02,0.03,5,0
びわ　缶詰,80,0.3,0.1,19.8,0.01,0.01,Tr,0
ぶどう　皮なし　生,58,0.4,0.1,15.7,0.04,0.01,2,0
ぶどう　皮つき　生,69,0.6,0.2,16.9,0.05,0.01,3,0
ぶどう　干しぶどう,324,2.7,0.2,80.3,0.12,0.03,Tr,Tr
ぶどう　果実飲料　ストレートジュース,54,0.3,0.2,14.3,0.02,0.01,Tr,0
ぶどう　果実飲料　濃縮還元ジュース,46,0.3,0.3,12,0.02,Tr,Tr,0
ぶどう　果実飲料　70%果汁入り飲料,52,0.2,Tr,12.9,Tr,0,0,0
ぶどう　果実飲料　10%果汁入り飲料,52,Tr,Tr,13.1,0,0,0,0
ぶどう　缶詰,83,0.4,0.1,20.4,0.02,0.01,0,0
ぶどう　ジャム,189,0.5,0.1,47.5,0.02,0.01,0,0
ブルーベリー　生,48,0.5,0.1,12.9,0.03,0.03,9,0
ブルーベリー　ジャム,174,0.7,0.3,43.8,0.03,0.02,3,0
ブルーベリー　乾,280,2.7,1.9,72.5,0.12,0.1,Tr,0
ホワイトサポテ　生,73,1.5,0.1,18.9,0.05,0.05,18,0
まくわうり　黄肉種　生,34,0.8,0.1,7.8,0.03,0.03,30,0
まくわうり　白肉種　生,34,0.8,0.1,7.8,0.03,0.03,30,0
マルメロ　生,48,0.3,0.1,15.1,0.02,0.02,18,0
マンゴー　生,68,0.6,0.1,16.9,0.04,0.06,20,0
マンゴー　ドライマンゴー,339,3.1,0.7,84.9,0.27,0.21,69,0
マンゴスチン　生,71,0.6,0.2,17.5,0.11,0.03,3,0
メロン　温室メロン　生,40,1.1,0.1,10.3,0.06,0.02,18,0
メロン　露地メロン　緑肉種　生,45,1,0.1,10.4,0.05,0.02,25,0
メロン　露地メロン　赤肉種　生,45,1,0.1,10.4,0.05,0.02,25,0
（もも類）　もも　白肉種　生,38,0.6,0.1,10.2,0.01,0.01,8,0
（もも類）　もも　黄肉種　生,48,0.5,0.2,13.4,0.02,0.02,6,0
（もも類）　もも　果実飲料　30%果汁入り飲料　（ネクター）,46,0.2,0.1,11.6,Tr,0.01,2,0
（もも類）　もも　缶詰　白肉種　果肉,82,0.5,0.1,20.6,0.01,0.02,2,0
（もも類）　もも　缶詰　黄肉種　果肉,83,0.5,0.1,20.6,0.01,0.02,2,0
（もも類）　もも　缶詰　液汁,81,0.3,0.1,19.8,0.01,0.01,2,0
（もも類）　ネクタリン　生,39,0.7,0.3,10.7,0.02,0.03,10,0
やまもも　生,47,0.5,0.2,11.3,0.04,0.03,4,0
ライチー　生,61,1,0.1,16.4,0.02,0.06,36,0
ラズベリー　生,36,1.1,0.1,10.2,0.02,0.04,22,0
りゅうがん　乾,310,5.1,0.4,72.9,0.03,0.74,0,0
りんご　皮なし　生,53,0.1,0.2,15.5,0.02,Tr,4,0
りんご　皮つき　生,56,0.2,0.3,16.2,0.02,0.01,6,0
りんご　皮つき　焼き,86,0.2,0.4,21.9,0.03,0.01,7,0
りんご　果実飲料　ストレートジュース,43,0.2,0.1,11.8,0.01,0.01,3,0
りんご　果実飲料　濃縮還元ジュース,47,0.1,0.2,11.4,Tr,Tr,1,0
りんご　果実飲料　50%果汁入り飲料,46,0.1,Tr,11.5,0,0,Tr,0
りんご　果実飲料　30%果汁入り飲料,46,Tr,Tr,11.4,0,0,Tr,0
りんご　缶詰,81,0.3,0.1,20.1,0.01,0.01,Tr,0
りんご　ジャム,203,0.2,0.1,52.7,0.01,0,Tr,0
えのきたけ　生,34,2.7,0.2,7.6,0.24,0.17,0,0
えのきたけ　ゆで,34,2.8,0.1,7.8,0.19,0.13,0,0
えのきたけ　油いため,71,3,3.9,8.8,0.26,0.18,0,0
えのきたけ　味付け瓶詰,76,3.6,0.3,16.9,0.26,0.17,0,4.3
（きくらげ類）　あらげきくらげ　生,14,0.7,0.1,5.4,-,0.05,0,Tr
（きくらげ類）　あらげきくらげ　乾,184,6.9,0.7,77,0.01,0.44,0,0.1
（きくらげ類）　あらげきくらげ　ゆで,38,1.2,0.1,16.1,0,0.07,0,0
（きくらげ類）　あらげきくらげ　油いため,110,2.3,5.2,27.8,0,0.11,0,Tr
（きくらげ類）　きくらげ　乾,216,7.9,2.1,71.1,0.19,0.87,0,0.1
（きくらげ類）　きくらげ　ゆで,14,0.6,0.2,5.2,0.01,0.06,0,0
（きくらげ類）　しろきくらげ　乾,170,4.9,0.7,74.5,0.12,0.7,0,0.1
（きくらげ類）　しろきくらげ　ゆで,15,0.4,Tr,6.7,0,0.05,0,0
くろあわびたけ　生,28,3.7,0.4,4.9,0.21,0.22,0,0
しいたけ　生しいたけ　菌床栽培　生,25,3.1,0.3,6.4,0.13,0.21,0,0
しいたけ　生しいたけ　菌床栽培　ゆで,22,2.5,0.4,5.1,0.08,0.11,0,0
しいたけ　生しいたけ　菌床栽培　油いため,65,3.3,4.1,7.3,0.16,0.18,0,0
しいたけ　生しいたけ　菌床栽培　天ぷら,201,3.4,14,17.8,0.11,0.18,0,0.1
しいたけ　生しいたけ　原木栽培　生,34,3.1,0.4,7.6,0.13,0.22,0,0
しいたけ　生しいたけ　原木栽培　ゆで,27,2.4,0.4,5.9,0.06,0.12,0,0
しいたけ　生しいたけ　原木栽培　油いため,84,3.8,5.4,8.8,0.14,0.26,0,0
しいたけ　乾しいたけ　乾,258,21.2,2.8,62.5,0.48,1.74,20,Tr
しいたけ　乾しいたけ　ゆで,40,3.1,0.3,9.9,0.05,0.26,-,0
しいたけ　乾しいたけ　甘煮,116,3.3,0.4,28.9,0.01,0.06,4,2.6
（しめじ類）　はたけしめじ　生,25,2.6,0.3,4.5,0.12,0.44,0,0
（しめじ類）　はたけしめじ　ゆで,25,2.6,0.3,5.1,0.08,0.28,0,0
（しめじ類）　ぶなしめじ　生,26,2.7,0.5,4.8,0.15,0.17,0,0
（しめじ類）　ぶなしめじ　ゆで,22,2.7,0.2,5.2,0.12,0.1,0,0
（しめじ類）　ぶなしめじ　油いため,65,3,5.5,4.8,0.17,0.19,0,0
（しめじ類）　ぶなしめじ　素揚げ,168,3.9,14.3,10.1,0.2,0.26,0,0
（しめじ類）　ぶなしめじ　天ぷら,248,3.4,17.1,23.2,0.09,0.18,-,0.1
（しめじ類）　ほんしめじ　生,21,2.5,0.4,2.8,0.07,0.28,0,0
（しめじ類）　ほんしめじ　ゆで,26,2.8,0.6,4.1,0.06,0.17,0,0
たもぎたけ　生,23,3.6,0.3,3.7,0.17,0.33,0,0
なめこ　株採り　生,21,1.8,0.2,5.4,0.07,0.12,0,0
なめこ　株採り　ゆで,22,1.6,0.1,5.1,0.06,0.1,0,0
なめこ　カットなめこ　生,14,1.1,0.1,3.6,0.03,0.08,0,0
なめこ　水煮缶詰,13,1,0.1,3.2,0.03,0.07,0,0
ぬめりすぎたけ　生,23,2.3,0.4,4.1,0.16,0.34,1,0
（ひらたけ類）　うすひらたけ　生,37,6.1,0.2,4.8,0.3,0.41,0,0
（ひらたけ類）　エリンギ　生,31,2.8,0.4,6,0.11,0.22,0,0
（ひらたけ類）　エリンギ　ゆで,32,3.2,0.5,6.5,0.08,0.16,0,0
（ひらたけ類）　エリンギ　焼き,41,4.2,0.5,9.1,0.18,0.31,0,0
（ひらたけ類）　エリンギ　油いため,69,3.2,3.7,8.1,0.13,0.24,0,0
（ひらたけ類）　ひらたけ　生,34,3.3,0.3,6.2,0.4,0.4,0,0
（ひらたけ類）　ひらたけ　ゆで,33,3.4,0.2,6.6,0.3,0.27,0,0
まいたけ　生,22,2,0.5,4.4,0.09,0.19,0,0
まいたけ　ゆで,27,1.6,0.5,6.4,0.04,0.07,-,0
まいたけ　油いため,67,2.6,4.4,6.8,0.11,0.21,0,0
まいたけ　乾,273,21.9,3.9,59.9,1.24,1.92,0,0
マッシュルーム　生,15,2.9,0.3,2.1,0.06,0.29,0,0
マッシュルーム　ゆで,20,3.8,0.2,3.7,0.05,0.28,0,0
マッシュルーム　油いため,57,3.6,4.5,4.5,0.08,0.38,0,Tr
マッシュルーム　水煮缶詰,18,3.4,0.2,3.3,0.03,0.24,0,0.9
まつたけ　生,32,2,0.6,8.2,0.1,0.1,0,0
やなぎまつたけ　生,20,2.4,0.1,4,0.27,0.34,0,0
あおさ　素干し,201,22.1,0.6,41.7,0.07,0.48,25,9.9
あおのり　素干し,249,29.4,5.2,41,0.92,1.66,62,8.1
あまのり　ほしのり,276,39.4,3.7,38.7,1.21,2.68,160,1.5
あまのり　焼きのり,297,41.4,3.7,44.3,0.69,2.33,210,1.3
あまのり　味付けのり,301,40,3.5,41.8,0.61,2.31,200,4.3
あらめ　蒸し干し,183,12.4,0.7,56.2,0.1,0.26,0,5.8
いわのり　素干し,228,34.8,0.7,39.1,0.57,2.07,3,5.3
うみぶどう　生,6,0.5,0.1,1.2,Tr,0.01,Tr,0.8
えごのり　素干し,179,9,0.1,62.2,0.04,0.29,0,6.1
えごのり　おきうと,7,0.3,0.1,2.5,0,0.01,0,0.1
おごのり　塩蔵　塩抜き,26,1.3,0.1,8.8,0.02,0.18,0,0.3
かわのり　素干し,247,38.1,1.6,41.7,0.38,2.1,0,0.2
（こんぶ類）　えながおにこんぶ　素干し,224,11,1,55.7,0.1,0.25,3,6.1
（こんぶ類）　がごめこんぶ　素干し,216,7.9,0.5,62.1,0.21,0.32,0,7.6
（こんぶ類）　ながこんぶ　素干し,205,8.3,1.5,58.5,0.19,0.41,20,7.6
（こんぶ類）　ほそめこんぶ　素干し,227,6.9,1.7,62.9,0.06,0.28,25,6.1
（こんぶ類）　まこんぶ　素干し　乾,170,5.8,1.3,64.3,0.26,0.31,29,6.6
（こんぶ類）　まこんぶ　素干し　水煮,28,1.1,0.3,11.6,0.03,0.03,1,0.9
（こんぶ類）　みついしこんぶ　素干し,235,7.7,1.9,64.7,0.4,0.6,10,7.6
（こんぶ類）　りしりこんぶ　素干し,211,8,2,56.5,0.8,0.35,15,6.9
（こんぶ類）　刻み昆布,119,5.4,0.5,50.2,0.15,0.33,0,10.9
（こんぶ類）　削り昆布,177,6.5,0.9,50.2,0.33,0.28,19,5.3
（こんぶ類）　塩昆布,193,16.9,0.4,37,0.04,0.23,0,18
（こんぶ類）　つくだ煮,150,6,1,33.3,0.05,0.05,Tr,7.4
すいぜんじのり　素干し　水戻し,10,1.5,Tr,2.1,0.02,0.01,0,0
てんぐさ　素干し,194,16.1,1,53.8,0.08,0.83,Tr,4.8
てんぐさ　ところてん,2,0.2,0,0.6,0,0,Tr,0
てんぐさ　角寒天,159,2.4,0.2,74.1,0.01,0,0,0.3
てんぐさ　寒天,3,Tr,Tr,1.5,Tr,0,0,0
てんぐさ　粉寒天,160,0.2,0.3,81.7,0,Tr,0,0.4
とさかのり　赤とさか　塩蔵　塩抜き,19,1.5,0.1,5.1,0,0.04,0,0.7
とさかのり　青とさか　塩蔵　塩抜き,17,0.9,0.2,4.9,0,0.02,0,0.8
ひじき　ほしひじき　ステンレス釜　乾,180,9.2,3.2,58.4,0.09,0.42,0,4.7
ひじき　ほしひじき　ステンレス釜　ゆで,11,0.7,0.3,3.4,Tr,0,0,0.1
ひじき　ほしひじき　ステンレス釜　油いため,51,0.8,4.7,4.1,0.01,Tr,0,0.2
ひじき　ほしひじき　鉄釜　乾,186,9.2,3.2,56,0.09,0.42,0,4.7
ひじき　ほしひじき　鉄釜　ゆで,13,0.7,0.3,3.4,Tr,0,0,0.1
ひじき　ほしひじき　鉄釜　油いため,54,0.8,4.7,4.1,0.01,Tr,0,0.2
ひとえぐさ　素干し,172,16.6,1,46.3,0.3,0.92,38,11.4
ひとえぐさ　つくだ煮,148,14.4,1.3,21.1,0.06,0.26,0,5.8
ふのり　素干し,207,13.8,1,57.8,0.16,0.61,1,6.9
まつも　素干し,252,27.9,4.9,40.8,0.48,1.61,5,3.3
むかでのり　塩蔵　塩抜き,12,0.6,0.1,4.2,0,Tr,0,0.6
（もずく類）　おきなわもずく　塩蔵　塩抜き,7,0.3,0.2,2,Tr,0.09,0,0.6
（もずく類）　もずく　塩蔵　塩抜き,4,0.2,0.1,1.4,Tr,0.01,0,0.2
わかめ　原藻　生,24,1.9,0.2,5.6,0.07,0.18,15,1.5
わかめ　乾燥わかめ　素干し,164,13.6,1.6,41.3,0.39,0.83,27,16.8
わかめ　乾燥わかめ　素干し　水戻し,22,2,0.3,5.9,0.05,0.08,3,0.7
わかめ　乾燥わかめ　板わかめ,200,16.7,1.2,47.4,0.62,1.5,20,9.9
わかめ　乾燥わかめ　灰干し　水戻し,9,1.1,0.1,2.2,0,0.03,0,0.1
わかめ　カットわかめ　乾,186,17.9,4,42.1,0.07,0.08,0,23.5
わかめ　カットわかめ　水煮　（沸騰水で短時間加熱したもの）,17,1.3,0.8,3.8,Tr,0,0,0.8
わかめ　カットわかめ　水煮の汁,0,-,-,0.1,Tr,0,0,0.2
わかめ　湯通し塩蔵わかめ　塩抜き　生,16,1.5,0.3,3.4,0.01,0.01,0,1.4
わかめ　湯通し塩蔵わかめ　塩抜き　ゆで,7,0.6,0.1,1.4,0.01,0,0,0.3
わかめ　くきわかめ　湯通し塩蔵　塩抜き,18,1.1,0.3,5.5,0.02,0.02,0,7.9
わかめ　めかぶわかめ　生,14,0.9,0.6,3.4,0.02,0.03,2,0.4
＜魚類＞　あいなめ　生,105,19.1,3.4,0.1,0.24,0.26,2,0.4
＜魚類＞　あこうだい　生,86,16.8,2.3,0.1,0.11,0.04,Tr,0.2
＜魚類＞　（あじ類）　まあじ　皮つき　生,112,19.7,4.5,0.1,0.13,0.13,Tr,0.3
＜魚類＞　（あじ類）　まあじ　皮なし　生,108,19.7,4.1,0.2,0.14,0.2,Tr,0.3
＜魚類＞　（あじ類）　まあじ　皮つき　水煮,136,22.4,5.9,0.1,0.13,0.12,0,0.3
＜魚類＞　（あじ類）　まあじ　皮つき　焼き,157,25.9,6.4,0.1,0.15,0.15,0,0.4
＜魚類＞　（あじ類）　まあじ　皮つき　フライ,270,20.1,18.2,7.9,0.12,0.15,0,0.4
＜魚類＞　（あじ類）　まあじ　開き干し　生,150,20.2,8.8,0.1,0.1,0.15,0,1.7
＜魚類＞　（あじ類）　まあじ　開き干し　焼き,194,24.6,12.3,0.1,0.12,0.14,0,2
＜魚類＞　（あじ類）　まあじ　小型　骨付き　生,114,17.8,5,0.1,0.19,0.17,1,0.3
＜魚類＞　（あじ類）　まあじ　小型　骨付き　から揚げ,268,24,18.6,3.5,0.19,0.21,0,0.3
＜魚類＞　（あじ類）　まるあじ　生,133,22.1,5.6,0.2,0.1,0.19,Tr,0.2
＜魚類＞　（あじ類）　まるあじ　焼き,175,28.7,7.7,0.2,0.09,0.18,0,0.2
＜魚類＞　（あじ類）　にしまあじ　生,156,19.6,9.1,0.1,0.1,0.21,Tr,0.4
＜魚類＞　（あじ類）　にしまあじ　水煮,160,21.7,8.8,0.1,0.11,0.18,Tr,0.5
＜魚類＞　（あじ類）　にしまあじ　焼き,186,24.7,10.4,0.1,0.12,0.21,Tr,0.6
＜魚類＞　（あじ類）　むろあじ　生,147,23.6,6.9,0.4,0.18,0.32,Tr,0.1
＜魚類＞　（あじ類）　むろあじ　焼き,167,29.7,6.2,0.6,0.28,0.3,Tr,0.2
＜魚類＞　（あじ類）　むろあじ　開き干し,140,22.9,6.2,0.1,0.17,0.3,Tr,2.1
＜魚類＞　（あじ類）　むろあじ　くさや,223,49.9,3,0.3,0.24,0.4,0,4.1
＜魚類＞　あなご　生,146,17.3,9.3,Tr,0.05,0.14,2,0.4
＜魚類＞　あなご　蒸し,173,17.6,12.7,Tr,0.04,0.11,1,0.3
＜魚類＞　あまご　養殖　生,102,18.3,3.6,0.1,0.15,0.16,1,0.1
＜魚類＞　あまだい　生,102,18.8,3.6,Tr,0.04,0.06,1,0.2
＜魚類＞　あまだい　水煮,113,20.7,4,Tr,0.04,0.06,1,0.2
＜魚類＞　あまだい　焼き,110,22.5,2.6,Tr,0.04,0.06,Tr,0.3
＜魚類＞　あゆ　天然　生,93,18.3,2.4,0.1,0.13,0.15,2,0.2
＜魚類＞　あゆ　天然　焼き,149,26.6,6.8,0.1,0.23,0.24,2,0.3
＜魚類＞　あゆ　天然　内臓　生,180,9.5,17.5,0.3,0.12,0.55,5,0.2
＜魚類＞　あゆ　天然　内臓　焼き,161,23,10.1,0.4,0.28,1,5,0.4
＜魚類＞　あゆ　養殖　生,138,17.8,7.9,0.6,0.15,0.14,2,0.1
＜魚類＞　あゆ　養殖　焼き,202,22.6,15.1,0.8,0.2,0.18,2,0.2
＜魚類＞　あゆ　養殖　内臓　生,485,7.4,55,0.3,0.16,0.44,2,0.2
